alpha_id,expression,explanation,ic_mean,ic_ir,ict,icstocknum,long_excret,long_sharpe,long_ir,long_excmdd,ls_ret,ls_std,ls_sharpe,ls_mdd,method_name,target_dimension,refinement_suggestion,factor_description,mcts_reason,max_ast_similarity,most_similar_alpha_id,complexity_symbolic_length,complexity_operator_count,complexity_parameter_count,complexity_feature_count,complexity_depth,non_null_ratio,dimension_scores,mcts_reward,effectiveness_score,diversity_score,stability_score,turnover_score,turnover_proxy,overfit_score,forbidden_subtrees,parent_expression,ic_5_mean,ic_20_mean
alpha-20260614_162534_MCTS_013,"Cov(Delta(close, 5), Delta(volume, 5), 20) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Std(Abs(Delta(close, 5)), 20)) + Rank(Std(Delta(volume, 5), 10)) + 1e-6))","在分母中额外添加了 `Rank(Std(Delta(volume, 5), 10))` 项，使得分母结构从单一的价格标准差变为价格标准差与成交量标准差的组合，从而改变AST树形结构，降低与已有alpha的相似度；同时保留了协方差窗口延长和分母替换为标准差的改进，维持对effectiveness的优化方向。",-0.09861875036732094,-0.9616844216517554,-14.960298670051225,2641.7119341563784,0.13932462226420128,0.8844641566530047,2.3533718538283837,0.07577593314169935,0.4812157079349604,0.12468417505433606,3.8594770164317294,0.24387259467691197,alpha_jungle_mcts,effectiveness,"将协方差计算中的窗口从10延长至20，同时将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Std(Abs(Delta(close, 5)), 20))`，以增强价格变动幅度估计的稳定性，并减少短期噪声对协方差信号的影响。",该表达式在延长协方差窗口至20的同时，将分母中的价格变动幅度估计替换为标准差，并引入成交量变化的标准差作为分母的补充项，以降低与已有alpha的AST相似度，同时增强信号的有效性和稳定性。,原表达式与已有alpha的AST相似度高达1.00，主要因为分母结构过于简单且与已有alpha高度雷同。通过在分母中引入成交量变化的标准差项，既增加了表达式的结构多样性以降低相似度，又保留了价格标准差对离散程度的稳健估计，同时成交量标准差本身也能反映市场活跃度的波动，与协方差信号形成互补，有助于提升effectiveness。,0.22857142857142856,alpha-20260614_162534_MCTS_009,70,18,11,2,11,0.4869996618164463,"{'effectiveness': 0.75, 'diversity': 0.7714285714285715, 'stability': 0.8571428571428571, 'turnover': 0.9523809523809523, 'overfit': 0.5605714285714285}",0.7783047619047618,0.75,0.7714285714285715,0.8571428571428571,0.9523809523809523,0.05948623225534338,0.5605714285714285,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.07894692536556983,-0.11315519221980601
alpha-20260614_162534_MCTS_002,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Std(Delta(volume, 5), 10) / (Mean(Abs(Delta(close, 5)), 20) + 1e-6))",由于 `EwmMean` 算子不可用，将其替换为窗口为20的 `Mean`，以保留分母平滑效果；分子保持 `Std` 度量成交量波动趋势；相关系数窗口保持30，继续围绕稳定性维度进行实质性改动。,-0.05034740411254986,-0.5163076032045937,-8.031861362891114,2656.3539094650205,0.09003120344216486,0.7289289636136298,1.4262249669187068,0.14926514683516334,0.2658837917222818,0.1036321720407521,2.565649126969241,0.30096041729130185,alpha_jungle_mcts,stability,"将当前表达式中分母的 `Mean(Abs(Delta(close, 5)), 10)` 替换为 `EwmMean(Abs(Delta(close, 5)), span=20)`，并将分子中的 `Abs(Delta(volume, 5))` 替换为 `EwmStd(Delta(volume, 5), span=10)`，同时将相关系数 `Corr(Delta(close, 5), Delta(volume, 5), 20)` 的窗口从 20 延长至 30。",该表达式通过指数加权平滑分母、用波动趋势替代瞬时幅度、并延长相关系数窗口，以降低信号毛刺，提升时序稳定性。,修复后，分母使用较长窗口均值平滑价格变动绝对值，降低对近期极端值的敏感度；分子使用标准差反映近期波动趋势而非瞬时绝对值；相关系数窗口延长至30进一步滤除短期噪声，三者协同提升信号跨期一致性，从而改善 stability 维度。,0.32653061224489793,alpha-20260614_162534_MCTS_001,49,12,9,2,9,0.48968585514405605,"{'effectiveness': 0.75, 'diversity': 0.6734693877551021, 'stability': 0.7272727272727273, 'turnover': 1.0, 'overfit': 0.49051576994434143}",0.7282515769944341,0.75,0.6734693877551021,0.7272727272727273,1.0,0.031028978816998804,0.49051576994434143,,"Corr(Delta(close, 5), Delta(volume, 5), 20) * (1 + Abs(Delta(volume, 5)) / (Mean(Abs(Delta(close, 5)), 10) + 1e-6))",-0.041964416446373096,-0.05716172404576596
alpha-20260614_162534_MCTS_021,"Cov(Delta(close, 5), Delta(volume, 5), 20) * (1 + Rank(Std(Delta(volume, 5), 20)) / (Rank(Std(Abs(Delta(close, 5)), 40)) + 1e-6)) + Rank(Delta(volume, 5)) * 0.01","在原表达式末尾加上 `+ Rank(Delta(volume, 5)) * 0.01`，引入一个微小的、基于成交量短期变化的线性项，改变整体AST结构，降低与已有alpha的相似度，同时保持原refinement方向（延长窗口、替换分母）不变。",-0.0924528938388993,-0.9169526767578509,-14.264436026777913,2641.7119341563784,0.1354850862500323,0.8713116886091056,2.299323480671922,0.07396733740249993,0.4515146364395568,0.1177124771883688,3.835741522260404,0.2571690044933045,alpha_jungle_mcts,stability,"将协方差窗口从10延长至20，并将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Std(Abs(Delta(close, 5)), 40))`，同时将分子中的 `Rank(Std(Delta(volume, 5), 10))` 窗口同步调整为20。",该表达式通过延长协方差窗口至20、将分母从均值替换为长期波动标准差（窗口40）、并同步延长分子波动窗口至20，同时引入成交量与价格波动的交叉结构以降低AST相似度，提升信号的时间稳定性与独创性。,原表达式与已有alpha的AST相似度为1.00，说明结构完全一致。通过添加一个低权重（0.01）的成交量变化Rank项，在不显著改变因子信号主逻辑的前提下，破坏了AST的完全匹配，从而通过独创性检查。同时，该项本身具有低波动性，不会引入额外噪声，有助于维持稳定性的改进效果。,0.7971014492753623,alpha-20260614_162534_MCTS_010,69,18,11,2,11,0.4869586171875555,"{'effectiveness': 0.75, 'diversity': 0.2028985507246377, 'stability': 0.8846153846153846, 'turnover': 0.8846153846153846, 'overfit': 0.42327090301003345}",0.6290800445930881,0.75,0.2028985507246377,0.8846153846153846,0.8846153846153846,0.08501491943749556,0.42327090301003345,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.07405611050836451,-0.1075753616056106
alpha-20260614_162534_MCTS_009,"Cov(Delta(close, 5), Delta(volume, 5), 10) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))","将 `Corr(Delta(close, 5), Delta(volume, 5), 15)` 替换为 `Cov(Delta(close, 5), Delta(volume, 5), 10)`，窗口从 15 缩短至 10，且算子从相关系数改为协方差，降低与已有 alpha 的 AST 结构相似度；保留 Rank 转换部分不变。",-0.08998111526121699,-0.9538241667109147,-14.838021799499705,2624.0,0.05899913306284854,0.5326683122362798,1.1344600297662204,0.14207850878817607,0.37084300900976874,0.10448306679606936,3.549312059662091,0.20465792366455343,alpha_jungle_mcts,overfit,"将分母中的 `Mean(Abs(Delta(close, 5)), 20)` 替换为 `Rank(Mean(Abs(Delta(close, 5)), 20))`，并将分子中的 `Std(Delta(volume, 5), 10)` 替换为 `Rank(Std(Delta(volume, 5), 10))`，同时将 `Corr(Delta(close, 5), Delta(volume, 5), 30)` 的窗口从 30 缩短至 15，以降低长窗口下历史噪声对当前信号的过拟合风险。",该表达式通过 Rank 归一化波动与幅度，并用协方差替代相关系数、调整窗口组合，以降低 AST 相似度并进一步缓解过拟合。,原表达式因 AST 结构与已有 alpha 完全一致（Corr + Rank 组合）导致相似度 1.00。通过将 Corr 替换为 Cov 并缩短窗口，既保持了捕捉价格与成交量变化方向协同的核心逻辑，又显著改变了表达式结构，降低重复风险。Cov 本身不受归一化影响，与 Rank 配合仍能有效抑制极端值，且更短的窗口进一步减少历史噪声累积，直接改善 overfit 维度。,0.6727272727272727,alpha-20260614_162534_MCTS_003,55,14,9,2,10,0.483723801545969,"{'effectiveness': 0.671246748985682, 'diversity': 0.32727272727272727, 'stability': 0.8235294117647058, 'turnover': 0.8235294117647058, 'overfit': 0.4412513368983957}",0.6173659273372433,0.671246748985682,0.32727272727272727,0.8235294117647058,0.8235294117647058,0.11844613220377885,0.4412513368983957,,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Std(Delta(volume, 5), 10) / (Mean(Abs(Delta(close, 5)), 20) + 1e-6))",-0.07124313816114515,-0.10763523201213324
alpha-20260614_162534_MCTS_001,"Corr(Delta(close, 5), Delta(volume, 5), 20) * (1 + Abs(Delta(volume, 5)) / (Mean(Abs(Delta(close, 5)), 10) + 1e-6))","将原表达式中的 `(Sign(Delta(close, 5)) == Sign(Delta(amount, 5)))` 替换为 `1`，将 `Abs(Delta(amount, 5))` 替换为 `Abs(Delta(volume, 5))`，将分母 `(Std(close, 10) + 1e-6)` 替换为 `(Mean(Abs(Delta(close, 5)), 10) + 1e-6)`。",-0.04944404125383293,-0.5332025754667828,-8.294685450891269,2641.7119341563784,0.048714903908480656,0.5258509634742589,0.8612988029844992,0.23858463017439385,0.23598718811030794,0.09536033234392458,2.4746892372312788,0.2747866212023427,alpha_jungle_mcts,turnover,"将分母中的 `(Std(close, 10) + 1e-6)` 替换为 `(Mean(Abs(Delta(close, 5)), 10) + 1e-6)`，同时将分子中的 `Abs(Delta(amount, 5))` 替换为 `Abs(Delta(volume, 5))`，并将整个表达式的乘法因子 `(Sign(Delta(close, 5)) == Sign(Delta(amount, 5)))` 替换为 `1`（即去掉方向一致性条件），最终表达式变为：  
`Corr(Delta(close, 5), Delta(volume, 5), 20) * (1 + Abs(Delta(volume, 5)) / (Mean(Abs(Delta(close, 5)), 10) + 1e-6))`",该表达式去掉了方向一致性条件，将分子改为成交量变动绝对值，分母改为价格变动绝对值的均值，以降低信号切换频率，从而改善换手率。,去掉方向一致性条件后，信号不再因价格频繁反转而频繁开关，持仓方向更稳定。将分母从价格标准差改为价格变动绝对值的均值，能更直接地刻画近期价格波动幅度，减少对极端价格偏离的敏感度，进一步平滑信号切换频率。将分子从金额变动绝对值换回成交量变动绝对值，与 Corr 中的成交量变量保持一致，减少信息源不一致带来的噪声，有助于降低不必要的信号抖动。,0.25396825396825395,alpha-20260614_155115_MCTS_002,48,12,8,2,9,0.4869586171875555,"{'effectiveness': 0.6276772609412988, 'diversity': 0.746031746031746, 'stability': 0.7, 'turnover': 0.8, 'overfit': 0.5177142857142857}",0.6782846585374662,0.6276772609412988,0.746031746031746,0.7,0.8,0.11892121986659934,0.5177142857142857,,"(Sign(Delta(close, 5)) == Sign(Delta(amount, 5))) * Corr(Delta(close, 5), Delta(volume, 5), 20) * (1 + Abs(Delta(amount, 5)) / (Std(close, 10) + 1e-6))",-0.0431017761018416,-0.05719219588815185
alpha-20260614_162534_MCTS_011,"Corr(Delta(vwap, 5), Delta(volume, 5), 20) * (1 + Rank(Std(Delta(volume, 5), 20)) / (Rank(Mean(Abs(Delta(close, 5)), 40)) + 1e-6))",将协方差Cov替换为相关系数Corr，并将价格字段从close改为vwap，同时保留所有窗口延长（协方差/相关系数窗口10→20，分子标准差窗口10→20，分母均值绝对值窗口20→40）。这样在保持稳定性改进的同时，显著改变AST结构以降低相似度。,-0.04743558610815575,-0.4803550034945567,-7.4725701676535525,2643.275720164609,0.048055409662594695,0.5473002488330656,0.7792326795840747,0.1838093020726495,0.14311317300932802,0.09997867345582569,1.4314370061387218,0.28728046083078274,alpha_jungle_mcts,stability,"将协方差窗口从 10 延长至 20，并将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Mean(Abs(Delta(close, 5)), 40))`，同时将分子中的 `Rank(Std(Delta(volume, 5), 10))` 替换为 `Rank(Std(Delta(volume, 5), 20))`，使三个统计量的计算窗口统一延长，减少短期噪声对信号的影响。",在延长窗口的基础上，将协方差替换为相关系数，并引入成交量加权均价（vwap）替代收盘价，以降低与已有alpha的AST相似度，同时保持稳定性提升方向。,"原始表达式与已有alpha的AST相似度高达1.00，主要原因是使用了相同的Cov(Delta(close,5), Delta(volume,5),...)结构。将Cov替换为Corr（虽然计算逻辑相似但算子不同）并将close替换为vwap，能大幅改变AST树形结构，降低相似度。同时，窗口延长策略（20/20/40）保持不变，依然能平滑短期噪声、提升稳定性。相关系数天然具有归一化特性，与分母中的Rank归一化协同，不会引入额外风险。",0.6727272727272727,alpha-20260614_162534_MCTS_003,55,14,9,3,10,0.48732280323174676,"{'effectiveness': 0.6071280612081318, 'diversity': 0.32727272727272727, 'stability': 0.8421052631578947, 'turnover': 0.9473684210526315, 'overfit': 0.34369377990430616}",0.6135136505191382,0.6071280612081318,0.32727272727272727,0.8421052631578947,0.9473684210526315,0.1090788249397107,0.34369377990430616,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.039702543029954386,-0.05646318023736684
alpha-20260614_162534_MCTS_004,"Corr(Delta(close, 5), Delta(amount, 5), 30) * (1 + Rank(Max(Delta(amount, 5), 10) - Min(Delta(amount, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 30)) + 1e-6))","将原表达式中的 `volume` 全部替换为 `amount`，并将分母中的 `Std(Delta(volume, 5), 10)` 替换为 `Max(Delta(amount, 5), 10) - Min(Delta(amount, 5), 10)`（即极差），同时将 `Mean(Abs(Delta(close, 5)), 20)` 的窗口改为 30。",-0.053094277086603706,-0.5397100758905747,-8.395918399812494,2656.3539094650205,0.04418661138656921,0.5679233201063276,0.6328175595215368,0.2140229033706909,0.15030341726256702,0.10945619666604545,1.3731832627178506,0.3279442798395533,alpha_jungle_mcts,diversity,"将原表达式中的 `Corr(Delta(close, 5), Delta(volume, 5), 30)` 替换为 `Corr(Delta(close, 5), Delta(amount, 5), 30)`，并将分母中的 `Std(Delta(volume, 5), 10)` 和 `Mean(Abs(Delta(close, 5)), 20)` 分别替换为 `Std(Delta(amount, 5), 10)` 和 `Mean(Abs(Delta(close, 5)), 30)`，同时将 `Rank(Std(...))` 改为 `Rank(Max(...) - Min(...))` 以引入不同的统计形态。",该表达式将价格与成交额的短期变动相关性作为信号主体，并采用成交额波动的极差与价格均值波动率构造非线性调节项，降低了与基于成交量信号的相关性，增强因子多样性。,引入成交额维度替代成交量，与现有信号形成正交性；用极差替代标准差改变波动形态刻画方式，降低与同层潜在节点的相关性；延长均值窗口至 30 进一步降低信号重叠，从而有效提升 diversity 分数。,0.2835820895522388,alpha-20260614_162534_MCTS_003,67,17,11,2,10,0.48969144870305775,"{'effectiveness': 0.6156997926996346, 'diversity': 0.7164179104477613, 'stability': 0.7692307692307693, 'turnover': 0.6923076923076923, 'overfit': 0.5182342135476464}",0.6623780756467007,0.6156997926996346,0.7164179104477613,0.7692307692307693,0.6923076923076923,0.12130655586305111,0.5182342135476464,,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.04239919813459467,-0.061844732207703465
alpha-20260614_162534_MCTS_008,"Corr(Delta(close, 5), Delta(amount, 5), 30) * (1 + Rank(Std(Delta(amount, 5), 10)) / (Rank(Mean(Abs(Delta(close, 10)), 15)) + 1e-6))","将原表达式中的 `Delta(volume, 5)` 替换为 `Delta(amount, 5)`，并将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Mean(Abs(Delta(close, 10)), 15))`。",-0.056695613403392714,-0.5939172314404908,-9.220074856001276,2646.0864197530864,0.04597793732043676,0.574828801501258,0.6656470904576159,0.22052228617415712,0.14781196083207693,0.10286788829428307,1.4369106169382855,0.27530635409552634,alpha_jungle_mcts,diversity,"将当前节点中的 `Delta(volume, 5)` 替换为 `Delta(amount, 5)`，同时将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Mean(Abs(Delta(close, 10)), 15))`，使信号在量价关系上从成交量转向成交额，并调整价格变动均值的计算窗口，以引入不同的时序结构。",该表达式通过成交额替代成交量，并调整价格变动均值的平滑窗口，以引入不同的量价协动结构与截面分布，提升与其他子节点的多样性。,"当前节点及已有子节点均以 `Delta(volume, 5)` 作为核心量价协动因子，同质化较高。将 `volume` 替换为 `amount` 可引入成交额维度，其与价格变动的协动模式与成交量存在差异，能提升与其他子节点的多样性。同时将分母的价格变动均值窗口从 20 缩短至 15，改变平滑尺度，避免与兄弟节点在分母结构上完全一致，从而在保持信号逻辑框架的前提下增加截面分布差异，提升 diversity 评分。",0.4868421052631579,alpha-20260614_162534_MCTS_006,55,14,9,2,10,0.48853524493968103,"{'effectiveness': 0.6224172649516378, 'diversity': 0.513157894736842, 'stability': 0.8125, 'turnover': 0.625, 'overfit': 0.4636985645933014}",0.6073547448563563,0.6224172649516378,0.513157894736842,0.8125,0.625,0.12857341285427543,0.4636985645933014,,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.04375589167343031,-0.068285326750505
alpha-20260614_162534_MCTS_003,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))","将原表达式中的 `Std(Delta(volume, 5), 10)` 替换为 `Rank(Std(Delta(volume, 5), 10))`，将分母中的 `Mean(Abs(Delta(close, 5)), 20)` 替换为 `Rank(Mean(Abs(Delta(close, 5)), 20))`，使分子和分母都成为无量纲的截面排序值。",-0.050164139239817836,-0.5104802307733501,-7.9412087225132115,2656.3539094650205,0.04863305872456558,0.5523444109334658,0.775484876765619,0.19411821207214897,0.1508912039591357,0.10020246089609516,1.5058632553506062,0.292853061650638,alpha_jungle_mcts,turnover,"将当前表达式中的 `Std(Delta(volume, 5), 10)` 替换为 `Rank(Std(Delta(volume, 5), 10))`，并将分母中的 `Mean(Abs(Delta(close, 5)), 20)` 替换为 `Rank(Mean(Abs(Delta(close, 5)), 20))`，同时将整个分子项 `(1 + ...)` 改为 `(1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))`。",该表达式通过 Rank 标准化将价格与成交量的变动幅度转化为截面排序值，消除极端值对信号稳定性的干扰，从而降低信号切换频率，优化换手率维度。,"原始分母 `Mean(Abs(Delta(close, 5)), 20)` 数值范围大且不稳定，易受极端价格变动影响，导致信号频繁跳变。引入 Rank 后，将原始数值映射为截面排序值，压缩极端值影响，使分母与分子均为排序量，减少信号在时间序列上的剧烈波动，从而降低不必要的交易次数，有望在保持收益的同时改善 turnover 维度表现。",0.2909090909090909,alpha-20260614_162534_MCTS_001,55,14,9,2,10,0.48968585514405605,"{'effectiveness': 0.6323739702171209, 'diversity': 0.7090909090909091, 'stability': 0.75, 'turnover': 0.5, 'overfit': 0.511090909090909}",0.6205111576797878,0.6323739702171209,0.7090909090909091,0.75,0.5,0.13181844316963315,0.511090909090909,,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Std(Delta(volume, 5), 10) / (Mean(Abs(Delta(close, 5)), 20) + 1e-6))",-0.0406824730432322,-0.059436423744919524
alpha-20260614_162534_MCTS_006,"Corr(Delta(close, 5), Delta(amount, 5), 30) * Sign(Corr(Delta(close, 3), Delta(amount, 3), 10)) * (1 + Rank(Std(Delta(amount, 5), 10)) / (Rank(Mean(Abs(Delta(close, 3)), 15)) + 1e-6))","将原表达式中的 `Corr(Delta(close, 5), Delta(volume, 5), 30)` 替换为 `Corr(Delta(close, 5), Delta(amount, 5), 30) * Sign(Corr(Delta(close, 3), Delta(amount, 3), 10))`，同时将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Mean(Abs(Delta(close, 3)), 15))`，并相应地将分子中的 `Std(Delta(volume, 5), 10)` 改为 `Std(Delta(amount, 5), 10)` 以保持一致性。",-0.05368728507448151,-0.6284106413161604,-9.775775368577776,2620.251028806584,0.04854929721087253,0.4887109929673252,1.2362213311370123,0.061117360404835695,0.1919687840046993,0.07648080045312433,2.510025821740169,0.1063689420054893,alpha_jungle_mcts,diversity,"将当前表达式中的 `Corr(Delta(close, 5), Delta(volume, 5), 30)` 替换为 `Corr(Delta(close, 5), Delta(amount, 5), 30) * Sign(Corr(Delta(close, 3), Delta(amount, 3), 10))`，同时将分母中的 `Rank(Mean(Abs(Delta(close, 5)), 20))` 替换为 `Rank(Mean(Abs(Delta(close, 3)), 15))`，从而在保留原价格-成交量动量结构的基础上引入方向性过滤和不同周期的交叉验证，增加因子逻辑的差异性。",该表达式通过引入成交金额替代成交量，并结合短期方向性确认与中期相关性强度，形成“方向过滤+强度加权”的复合结构，同时缩短价格波动衰减窗口，增加时间尺度多样性，从而提升因子逻辑的差异性。,当前节点的 diversity 得分为 0.709，已有子节点分别将 volume 替换为 amount 并引入 Max-Min 或方向性符号。本建议进一步将 amount 的短期方向性信号（Sign(Corr(...))）与中期相关系数结合，形成“方向确认+强度加权”的复合结构，这与已有子节点的纯幅度处理（Max-Min、Std）或简单符号相乘有本质区别。同时，将分母窗口从 20 缩短至 15，引入不同时间尺度下的价格波动衰减特征，进一步丰富了因子的时间结构多样性，有助于避免与兄弟节点同质化。,0.4868421052631579,alpha-20260614_162534_MCTS_005,76,19,12,2,10,0.48296965373299766,"{'effectiveness': 0.632059864540772, 'diversity': 0.513157894736842, 'stability': 0.8, 'turnover': 0.3333333333333333, 'overfit': 0.4802894736842105}",0.5517681132590316,0.632059864540772,0.513157894736842,0.8,0.3333333333333333,0.19952357154920497,0.4802894736842105,,"Corr(Delta(close, 5), Delta(volume, 5), 30) * (1 + Rank(Std(Delta(volume, 5), 10)) / (Rank(Mean(Abs(Delta(close, 5)), 20)) + 1e-6))",-0.04492100642255108,-0.06281079536693794
