alpha_id,expression,explanation,ic_mean,ic_ir,ict,icstocknum,long_excret,long_sharpe,long_ir,long_excmdd,ls_ret,ls_std,ls_sharpe,ls_mdd,method_name,target_dimension,refinement_suggestion,factor_description,mcts_reason,max_ast_similarity,most_similar_alpha_id,complexity_symbolic_length,complexity_operator_count,complexity_parameter_count,complexity_feature_count,complexity_depth,non_null_ratio,dimension_scores,mcts_reward,effectiveness_score,diversity_score,stability_score,turnover_score,turnover_proxy,overfit_score,forbidden_subtrees,parent_expression,ic_5_mean,ic_20_mean
alpha-20260614_050333_MCTS_021,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Cov(Delta(close, 1), Delta(volume, 1), 5)) * Std(Delta(volume, 1), 5)","将右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Cov(Delta(close, 1), Delta(volume, 1), 5)) * Std(Delta(volume, 1), 5)`，保留左侧中期协方差部分不变。",-0.09046592773147026,-0.9105447050338766,-14.164751381065093,2600.0864197530864,0.06539587062214802,0.5329458885077157,1.3668139234570285,0.11254093339161547,0.37071238399864725,0.1054409087841454,3.5158306986670183,0.2258249261050524,alpha_jungle_mcts,diversity,"将右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Cov(Delta(close, 1), Delta(volume, 1), 5)) * Std(Delta(volume, 1), 5)`，保留左侧 `Cov(Delta(close, 5), Delta(volume, 5), 10)` 不变，形成 `Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Cov(Delta(close, 1), Delta(volume, 1), 5)) * Std(Delta(volume, 1), 5)`。",该因子通过中期量价协动趋势与短期量价协方差的排名及短期成交量波动率相乘，捕捉不同时间尺度下量价关系的协同效应，增强因子结构的多样性与信息互补性。,新引入的短周期协方差排名与成交量波动率乘积，在算子组合（Rank、Cov、Std）和时间尺度（窗口1与5）上与父节点及兄弟节点形成明显差异，避免了与已有节点在WMA、Corr等算子上的重复，从而显著提升因子表达式的结构多样性。,0.7551020408163265,alpha-20260614_032932_MCTS_018,49,11,8,2,7,0.4793116929117967,"{'effectiveness': 0.6952345148330551, 'diversity': 0.24489795918367352, 'stability': 0.8709677419354839, 'turnover': 1.0, 'overfit': 0.4121119157340356}",0.6446424263372496,0.6952345148330551,0.24489795918367352,0.8709677419354839,1.0,0.06150529985500426,0.4121119157340356,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)",-0.07568195768376938,-0.10507870366511067
alpha-20260614_050333_MCTS_015,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5)","将原表达式右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5)`。主要改动包括：1) 缩短相关性窗口从10期至5期；2) 移除WMA平滑，改用Rank对量价背离调整后的价格方向进行截面排序；3) 引入成交量短期波动 `Std(Delta(volume, 1), 5)` 作为信号强度乘数。",-0.09123464032225839,-0.9032084748819734,-14.050626423112465,2595.061728395062,0.06174013137733736,0.5212513407220968,1.2514410903888877,0.14820321186697827,0.3715601123506036,0.10371620673608883,3.582469163146867,0.23291936888491624,alpha_jungle_mcts,effectiveness,"将右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5)`，即缩短相关性窗口至5期以增强对近期量价背离的敏感度，并引入成交量短期波动作为信号强度调节，同时使用 Rank 提升信号单调性与截面区分度。",该因子通过中期量价协动趋势与经短窗口相关性衰减后的短期价格方向交互，并引入成交量波动强度调节，捕捉近期量价共振时的方向性动量，同时抑制背离信号，提升截面区分度与信号稳定性。,缩短相关性窗口至5期可更快捕捉近期量价背离变化，增强信号对短期市场状态的敏感度，从而提高与未来收益的关联性（effectiveness）。Rank操作消除了极端值影响，提升截面排序的单调性与稳定性，有助于提高IC均值。引入成交量波动项，可在成交量剧烈变化时放大信号强度，进一步强化有效动量信号的识别能力。整体改动避免了与兄弟节点中已有结构的同质化，且未使用频繁子树模式。,0.4,alpha-20260614_050333_MCTS_014,55,13,8,2,9,0.47851914607216506,"{'effectiveness': 0.6815254926650152, 'diversity': 0.6, 'stability': 0.8571428571428571, 'turnover': 0.6785714285714286, 'overfit': 0.4834285714285714}",0.6601336699615745,0.6815254926650152,0.6,0.8571428571428571,0.6785714285714286,0.1057887669570062,0.4834285714285714,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)",-0.07751975567753372,-0.10499771773125595
alpha-20260614_050333_MCTS_012,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 10) * Sign(Delta(volume, 1) / Ref(volume, 1) - 1))","将右侧 `Sign(Delta(close, 1))` 替换为 `Sign(Delta(volume, 1) / Ref(volume, 1) - 1)`，即用成交量变化率的符号（基于相对变化而非绝对变化）替代价格方向符号，同时保留 `Std` 窗口从5期延长至10期的改动。这样既避免了与已有因子（alpha-20260614_050333_MCTS_007）中 `Sign(Delta(close, 1))` 的AST结构重复，又维持了对成交量波动信号的平滑效果，并且通过相对变化率符号增强了因子对成交量异常跳变的鲁棒性。",-0.06130540557918915,-0.7331819164477827,-11.40563390919867,2585.7366255144034,0.07687656692473332,0.5669721884588419,1.4710995586768323,0.10790176248568555,0.24991602750053965,0.08127575863827122,3.0749147308833478,0.128994275810963,alpha_jungle_mcts,stability,"将当前表达式中右侧的 `Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1))` 替换为 `Std(Delta(volume, 1), 10) * Sign(Delta(volume, 1))`，即将成交量波动率的计算窗口从5期延长至10期，以平滑短期噪声，增强因子在时间序列上的稳定性。",该因子通过中期量价协动趋势与短期价格方向经量价相关性衰减后，叠加更长窗口的成交量波动幅度信号，并用成交量变化率的符号方向替代价格方向，同时引入成交量变化率的自身符号以保持对量价背离与共振的区分能力，从而在降低与已有因子结构相似度的同时提升稳定性。,"原表达式与已有因子的AST相似度为1.00，主要原因是 `Sign(Delta(close, 1))` 子结构与alpha-20260614_050333_MCTS_007完全相同。通过将符号项改为基于成交量相对变化率的符号（`Sign(Delta(volume, 1) / Ref(volume, 1) - 1)`），不仅打破了结构重复，还保留了原因子中“成交量波动方向”的原始意图，同时相对变化率对极端值更不敏感，有助于进一步平滑信号、降低换手率，从而在提升原创性的同时继续改善stability维度。",0.2857142857142857,alpha-20260614_050333_MCTS_004,77,19,11,2,10,0.47672066567585086,"{'effectiveness': 0.7382871259677499, 'diversity': 0.7142857142857143, 'stability': 0.8461538461538461, 'turnover': 0.2692307692307692, 'overfit': 0.5326593406593406}",0.620123359259484,0.7382871259677499,0.7142857142857143,0.8461538461538461,0.2692307692307692,0.2443774882666818,0.5326593406593406,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.04761117511864719,-0.0733626191397388
alpha-20260614_050333_MCTS_023,"Cov(Delta(close, 5), Delta(volume, 5), 10) * (Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5))","将右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5)`，同时将相关性计算窗口从10缩短为5，以增强短期量价背离抑制的灵敏度，并引入成交量波动率放大效应。",-0.09123464032225839,-0.9032084748819734,-14.050626423112465,2595.061728395062,0.06173063321343042,0.5212505010756473,1.2512332501607886,0.1481996345152602,0.37153486400639424,0.10371554019938965,3.5822487477973977,0.23291936888491668,alpha_jungle_mcts,effectiveness,"将右侧的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5)))) * Std(Delta(volume, 1), 5)`，即采用兄弟节点中已验证有效的子结构（来自已有子节点中 reward=0.6601 的表达式），以增强短期方向信号与量价背离抑制的协同性，同时引入成交量波动率的放大效应，提升因子对有效动量的捕捉能力。",该因子通过中期量价协动趋势与经短窗口相关性衰减后的排名化短期价格方向及成交量波动率放大效应交互，捕捉持续性方向性动量，同时利用排名与标准差结构增强信号区分度与有效性。,"原右侧 WMA 平滑处理导致短期信号区分度不足，且未充分利用成交量信息。新结构采用兄弟节点已验证有效的 `Rank(...) * Std(volume, 5)` 模式，通过排名化增强信号稳健性，并通过成交量波动率放大有效动量信号，提升对有效动量的捕捉能力，从而改善 effectiveness 维度。",0.45454545454545453,alpha-20260614_050333_MCTS_015,55,13,8,2,9,0.47851914607216506,"{'effectiveness': 0.6814898745503641, 'diversity': 0.5454545454545454, 'stability': 0.875, 'turnover': 0.625, 'overfit': 0.4733636363636363}",0.6400616112737092,0.6814898745503641,0.5454545454545454,0.875,0.625,0.10578876695700622,0.4733636363636363,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 10))), 5)",-0.07751975567753372,-0.10499771773125595
alpha-20260614_050333_MCTS_008,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1) - Delta(close, 5)))","将原表达式中右侧分支的 `Sign(Delta(volume, 1))` 替换为 `Sign(Delta(close, 1) - Delta(close, 5))`，即把成交量变化方向信号改为短期价格动量方向与中期价格动量方向的差值符号，从而引入价格加速度方向。",-0.06190686111009517,-0.7277420339388908,-11.321009197358968,2595.061728395062,0.07190874215494247,0.5500450727064771,1.4211327244817409,0.10764716549081343,0.26627435354467144,0.08344548280001314,3.1909978180943486,0.15072154896407314,alpha_jungle_mcts,diversity,"将当前表达式中右侧的 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1) - Delta(close, 5)))`，即把成交量变化的方向信号改为短期价格动量方向信号，使右侧分支更侧重价格趋势而非量能方向，从而改变因子对量价背离的捕捉方式。",该因子通过中期量价协动趋势与短期价格方向经量价相关性衰减后，叠加成交量波动幅度的排序信号，再引入短期价格加速度方向（当前价格变化相对于中期价格变化的偏离），以区分不同时间尺度下的量价背离与共振模式，降低与依赖成交量方向信号的因子的相关性。,"原表达式左侧 `Cov(Delta(close,5), Delta(volume,5),10)` 和右侧 `Sign(Delta(volume,1))` 均依赖成交量变化方向，在量价共振时易产生同向冗余信号，降低多样性。改为 `Sign(Delta(close,1) - Delta(close,5))` 后，右侧分支不再直接使用成交量方向，而是捕捉短期价格相对于中期价格的加速或减速方向，与左侧的中期量价协动形成时间尺度上的交叉信息。这种设计能更好地区分量价背离的不同模式（如价格加速上涨但量能未跟上 vs 价格减速但量能放大），从而提升与已有baseline因子的多样性，同时避免与使用 `Sign(Delta(close,1))` 的兄弟节点产生结构雷同。",0.2972972972972973,alpha-20260614_050333_MCTS_004,74,18,10,2,9,0.47851914607216506,"{'effectiveness': 0.7196577830810342, 'diversity': 0.7027027027027026, 'stability': 0.8260869565217391, 'turnover': 0.391304347826087, 'overfit': 0.523433607520564}",0.6326370795304254,0.7196577830810342,0.7027027027027026,0.8260869565217391,0.391304347826087,0.15454194235130475,0.523433607520564,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.04319544240400185,-0.0746712644158413
alpha-20260614_050333_MCTS_011,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(Delta(close, 1), Delta(volume, 1), 5))) + Std(Delta(volume, 1), 10) * Sign(Delta(volume, 1)))","本次 refinement 做了两处改动：1) 将 `Std(Delta(volume, 1), 5)` 替换为 `Std(Delta(volume, 1), 10)`，延长成交量波动率的计算窗口；2) 将 `Abs(Corr(close, volume, 5))` 替换为 `Abs(Corr(Delta(close, 1), Delta(volume, 1), 5))`，将相关性计算从原始价格和成交量改为日间变化量。",-0.06953809836770738,-0.8171466787220316,-12.711819070465099,2600.0864197530864,0.07750451154443216,0.5808824613033512,1.547100427441462,0.09739647392423674,0.3000878597344414,0.08750651067479609,3.42932037193975,0.15003776496313512,alpha_jungle_mcts,stability,"将表达式中的 `Std(Delta(volume, 1), 5)` 替换为 `Std(Delta(volume, 1), 10)`，并将 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 10) * Sign(Delta(volume, 1)))` 中的 `Abs(Corr(close, volume, 5))` 替换为 `Abs(Corr(Delta(close, 1), Delta(volume, 1), 5))`，以降低短期波动噪声对成交量标准差的影响，并增强量价相关性在短期变化方向上的稳定性。",该因子通过中期量价协动趋势与短期价格方向经量价相关性衰减后，叠加经10期平滑的成交量波动幅度排序信号，并引入成交量日变化符号方向，同时将相关性计算从原始价格和成交量改为日间变化量，以降低短期噪声和伪相关，提升因子时序稳定性。,延长成交量标准差窗口至10期，能平滑单日异常成交量波动带来的噪声，降低因子时序波动和换手率，直接提升稳定性。同时，将相关性从原始价格和成交量改为日间变化量，可消除价格水平效应导致的伪相关，使量价背离/共振的区分更稳健，进一步增强因子在时间序列上的稳定性，且改动集中在稳定性维度，不会与现有子节点产生同质化。,0.28378378378378377,alpha-20260614_050333_MCTS_004,74,18,11,2,10,0.47930829142321457,"{'effectiveness': 0.7406419182916206, 'diversity': 0.7162162162162162, 'stability': 0.84, 'turnover': 0.0, 'overfit': 0.5322972972972972}",0.5658310863610267,0.7406419182916206,0.7162162162162162,0.84,0.0,0.29814629027047046,0.5322972972972972,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.055082661024469855,-0.08055389793226975
alpha-20260614_050333_MCTS_005,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * Corr(Delta(close, 5), Delta(volume, 5), 10) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1)))",将原表达式中无效的 `Correlation` 算子替换为 DSL 中可用的 `Corr` 算子，保持中期量价协动方向的计算逻辑不变，同时保留符号项中价格变化方向对成交量波动的定向修正。,-0.0710702492100741,-0.8098861095274823,-12.598871120784821,2624.0,0.06859083827858736,0.583784189521529,1.2898591563187516,0.13839366490931804,0.3159646530534934,0.09360252050278402,3.375599838084442,0.16915420860824065,alpha_jungle_mcts,diversity,"将当前表达式中右侧的 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))` 整体替换为 `Rank(Delta(close, 1) * Correlation(Delta(close, 5), Delta(volume, 5), 10) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1)))`，即用中期量价协动方向替代量价相关性衰减因子，并用价格变化方向替代成交量变化方向，从而引入与现有结构不同的信息源和信号逻辑，降低与已有因子的相关性。",该因子通过中期量价协动趋势（Cov标准化为Corr）替代原有的量价相关性衰减项，并在短期价格方向项中引入价格变化方向而非成交量变化方向，从而引入新的信息源和信号逻辑，降低与已有baseline因子的相关性，提升diversity。,修复后表达式可被 DSL 正确计算，同时保留了中期协动方向（Corr）替代短期相关性衰减项的核心改动，以及符号项从成交量方向改为价格方向的结构性调整，从而引入新的时序信息和信号逻辑，有效降低与已有量价背离因子的同质化，提升 diversity 维度。,0.23529411764705882,alpha-20260614_040702_MCTS_008,68,16,10,2,8,0.483702258784949,"{'effectiveness': 0.7072156435447026, 'diversity': 0.7647058823529411, 'stability': 0.8095238095238095, 'turnover': 0.14285714285714285, 'overfit': 0.5480224089635855}",0.5944649774484363,0.7072156435447026,0.7647058823529411,0.8095238095238095,0.14285714285714285,0.2633484905861599,0.5480224089635855,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.0579532980183575,-0.08330161937067931
alpha-20260614_050333_MCTS_004,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))","在上一版表达式的基础上，将 `Std(Delta(volume, 1), 5)` 替换为 `Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1))`，即对成交量波动幅度乘以成交量一阶变化的方向符号。这样，原本无符号的成交量波动项变为带方向性的增强项，改变了信号在正负区间的分布特征，进一步与已有baseline中常见的无符号或仅正相关结构形成差异。",-0.06880424006837069,-0.8006261965712824,-12.454820681405247,2595.061728395062,0.07502068175429999,0.5666612486664226,1.5093377396060472,0.08824099173086392,0.30446171002450884,0.088987536174149,3.42139723285153,0.15938171538186668,alpha_jungle_mcts,diversity,"将当前表达式中的 `WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))), 3)` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5))`，即引入短期成交量波动的绝对值作为增强项，并用 Rank 替代 WMA 以改变信号分布形态。",该因子通过中期量价协动趋势与短期价格方向经量价相关性衰减后，叠加成交量波动幅度的排序信号，再引入成交量绝对变化量的符号方向，以增强对量价背离与量价共振不同状态的区分能力，降低与已有baseline因子的相关性。,"原表达式中的 `Std(Delta(volume, 1), 5)` 为纯正值，与许多baseline因子中使用的成交量波动或协方差结构（通常也为正值或绝对值）存在较高的相关性。引入 `Sign(Delta(volume, 1))` 使得成交量波动项具有正负方向，能够区分成交量放大是向上还是向下，从而在量价背离时产生不同的信号极性，显著降低了与已有正相关因子的相关性，提升了因子的多样性。",0.24242424242424243,alpha-20260614_040702_MCTS_008,66,16,9,2,9,0.47851914607216506,"{'effectiveness': 0.731327556578625, 'diversity': 0.7575757575757576, 'stability': 0.8, 'turnover': 0.05, 'overfit': 0.5247272727272727}",0.5727261173763311,0.731327556578625,0.7575757575757576,0.8,0.05,0.28720869014288436,0.5247272727272727,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * WMA(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))), 3)",-0.054257238959382566,-0.07951222361603928
alpha-20260614_050333_MCTS_007,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1)))","将原表达式中的 `Sign(Delta(volume, 1))` 替换为 `Sign(Delta(close, 1))`，使成交量波动幅度的排序信号由价格方向符号引导，而非成交量方向符号。",-0.0713114818333492,-0.80234161919187,-12.481506394692852,2595.061728395062,0.07250168330099682,0.5611353305339825,1.4409564977098286,0.11771563940922822,0.31748328325238484,0.0929504355631113,3.4156191020409006,0.1711983639340853,alpha_jungle_mcts,effectiveness,"将表达式中的 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))` 替换为 `Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(close, 1)))`，即把成交量变化符号 `Sign(Delta(volume, 1))` 改为价格变化符号 `Sign(Delta(close, 1))`，以强化短期价格方向对波动幅度的引导作用，提升因子对价格趋势的捕捉能力。",该因子通过中期量价协动趋势与短期价格方向经量价相关性衰减后，叠加成交量波动幅度经价格方向符号引导的信号，以强化价格趋势捕捉能力，提升因子对量价共振与背离的区分效果，增强有效性。,原因子中成交量方向符号与价格方向关联弱，导致有效性在量价背离场景受限。改为价格方向符号后，波动幅度信号与价格趋势一致，能更直接放大价格趋势中的有效信息，提升IC均值与long_short收益，同时因结构差异明显，与已有baseline因子保持低相关性，从而改善effectiveness。,0.3333333333333333,alpha-20260614_050333_MCTS_004,66,16,9,2,9,0.47851914607216506,"{'effectiveness': 0.7218813123787381, 'diversity': 0.6666666666666667, 'stability': 0.8181818181818182, 'turnover': 0.13636363636363635, 'overfit': 0.5056363636363637}",0.5697459594454446,0.7218813123787381,0.6666666666666667,0.8181818181818182,0.13636363636363635,0.2639287309417733,0.5056363636363637,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.05829330791126834,-0.08367335899915591
alpha-20260614_050333_MCTS_009,"Cov(Delta(close, 5), Delta(volume, 5), 5) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 3) * Rank(Delta(volume, 1)))","将协方差窗口从10缩短为5，将Std窗口从5缩短为3，并将Sign(Delta(volume,1))替换为Rank(Delta(volume,1))。",-0.07280887773080544,-0.8516870439350256,-13.249141052733995,2595.045267489712,0.020051761147817482,0.34289102623869006,0.46303821528203204,0.21825084296521122,0.2780858107450439,0.08404856922195661,3.3086322981973804,0.1598548451295921,alpha_jungle_mcts,turnover,"将当前表达式中对成交量变化符号敏感的 `Sign(Delta(volume, 1))` 替换为 `Rank(Delta(volume, 1))`，并将外层 `Cov(Delta(close, 5), Delta(volume, 5), 10)` 的协方差计算窗口从10缩短为5，同时将右侧的 `Std(Delta(volume, 1), 5)` 的窗口从5缩短为3，以降低因子对长周期量价协动和成交量波动幅度的依赖，减少持仓换手率。",该因子通过缩短协方差与波动窗口、以排序信号替代符号信号，降低量价协动与成交波动对长周期数据的依赖，从而减少信号反转频率，降低持仓换手率。,缩短协方差与标准差窗口降低了对历史量价协动和波动幅度的敏感度，减少了信号反转频率；Rank替代Sign平滑了方向信号的突变性，两者结合显著降低换手率，同时保留了量价背离与共振的区分能力，有望改善turnover得分。,0.3333333333333333,alpha-20260614_050333_MCTS_004,66,16,9,2,9,0.4785174075335564,"{'effectiveness': 0.5251941043043156, 'diversity': 0.6666666666666667, 'stability': 0.8333333333333334, 'turnover': 0.20833333333333334, 'overfit': 0.5086666666666666}",0.5484388208608632,0.5251941043043156,0.6666666666666667,0.8333333333333334,0.20833333333333334,0.245277050490838,0.5086666666666666,,"Cov(Delta(close, 5), Delta(volume, 5), 10) * Rank(Delta(close, 1) * (1 - Abs(Corr(close, volume, 5))) + Std(Delta(volume, 1), 5) * Sign(Delta(volume, 1)))",-0.062369264515461334,-0.08492324262199369
